subject,tag,file,lineno,PAR,experience-based,statistics-based,manual analysis
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,454,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,463,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,470,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,479,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,489,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,498,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,505,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,513,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,521,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,531,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,539,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,548,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,556,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,564,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,574,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,583,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,591,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,599,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,607,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,614,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,623,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,631,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,638,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,646,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,655,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,667,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,675,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,682,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,690,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,698,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,705,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,734,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,743,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,751,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,759,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,768,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,774,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,782,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,791,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,800,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,809,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,818,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,827,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,836,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,843,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,850,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,856,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,864,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,872,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,880,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,891,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,901,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,910,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,918,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,924,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,931,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,938,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,947,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,954,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,962,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,970,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,978,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,984,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,992,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,1001,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,1008,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,1016,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,1025,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,1034,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,1043,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,1050,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,1059,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,1065,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,1074,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,1082,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,1090,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,1098,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,1107,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,1117,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,1125,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,1133,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,1141,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,1148,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,1156,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,1163,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\exception.py,27,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\response.py,55,5,1,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\response.py,63,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\response.py,66,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\response.py,69,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\response.py,74,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\response.py,78,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\response.py,83,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\response.py,87,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\response.py,90,5,1,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\response.py,95,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\response.py,100,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\response.py,105,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\response.py,125,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\response.py,139,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\response.py,153,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\response.py,172,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\response.py,194,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\response.py,222,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\response.py,225,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\response.py,236,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\response.py,252,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\response.py,271,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\response.py,367,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\response.py,374,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\response.py,395,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\response.py,402,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\response.py,421,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\response.py,428,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\response.py,489,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\response.py,613,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\opsworks\layer1.py,109,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\opsworks\layer1.py,188,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\opsworks\layer1.py,224,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\opsworks\layer1.py,478,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\opsworks\layer1.py,565,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\opsworks\layer1.py,617,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\opsworks\layer1.py,757,5,1,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\opsworks\layer1.py,899,5,1,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\opsworks\layer1.py,1934,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\opsworks\layer1.py,2020,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\opsworks\layer1.py,2109,5,1,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\opsworks\layer1.py,2219,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\opsworks\layer1.py,3071,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\pyami\config.py,92,5,1,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\pyami\config.py,110,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\pyami\config.py,113,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\pyami\config.py,137,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\pyami\config.py,140,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\pyami\config.py,147,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\pyami\config.py,154,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\pyami\config.py,161,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\pyami\config.py,172,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\pyami\config.py,194,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\pyami\config.py,209,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\pyami\copybot.py,54,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\pyami\installers\__init__.py,41,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\pyami\installers\ubuntu\installer.py,34,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\pyami\installers\ubuntu\installer.py,51,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\pyami\installers\ubuntu\installer.py,62,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\dbinstance.py,126,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\dbinstance.py,158,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\dbinstance.py,402,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\dbinstance.py,405,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\dbinstance.py,411,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\dbinstance.py,414,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\dbsecuritygroup.py,58,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\dbsecuritygroup.py,70,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\dbsecuritygroup.py,153,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\dbsecuritygroup.py,156,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\dbsecuritygroup.py,177,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\dbsecuritygroup.py,180,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\dbsnapshot.py,74,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\dbsnapshot.py,77,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\dbsubnetgroup.py,53,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\dbsubnetgroup.py,56,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\event.py,35,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\event.py,38,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\logfile.py,35,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\logfile.py,38,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\logfile.py,57,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\logfile.py,60,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\optiongroup.py,72,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\optiongroup.py,80,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\optiongroup.py,143,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\optiongroup.py,159,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\optiongroup.py,213,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\optiongroup.py,216,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\optiongroup.py,256,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\optiongroup.py,259,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\optiongroup.py,313,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\optiongroup.py,323,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\optiongroup.py,384,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\optiongroup.py,387,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\parametergroup.py,35,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\parametergroup.py,42,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\parametergroup.py,64,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\parametergroup.py,97,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\parametergroup.py,100,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\parametergroup.py,126,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\statusinfo.py,38,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\statusinfo.py,41,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\vpcsecuritygroupmembership.py,76,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\vpcsecuritygroupmembership.py,79,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\__init__.py,459,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\__init__.py,1124,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\__init__.py,1164,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\__init__.py,1182,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\__init__.py,1209,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\__init__.py,1275,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\__init__.py,1399,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds\__init__.py,1491,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds2\layer1.py,138,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds2\layer1.py,177,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds2\layer1.py,271,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds2\layer1.py,712,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds2\layer1.py,835,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds2\layer1.py,895,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds2\layer1.py,938,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds2\layer1.py,987,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds2\layer1.py,1030,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds2\layer1.py,1139,5,1,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds2\layer1.py,2414,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds2\layer1.py,2845,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds2\layer1.py,2895,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds2\layer1.py,3183,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds2\layer1.py,3208,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds2\layer1.py,3297,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds2\layer1.py,3485,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\rds2\layer1.py,3757,5,1,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\redshift\layer1.py,210,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\redshift\layer1.py,247,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\redshift\layer1.py,313,5,1,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\redshift\layer1.py,627,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\redshift\layer1.py,684,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\redshift\layer1.py,721,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\redshift\layer1.py,760,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\redshift\layer1.py,806,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\redshift\layer1.py,2162,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\redshift\layer1.py,2213,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\redshift\layer1.py,2491,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\redshift\layer1.py,2525,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\redshift\layer1.py,2633,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\redshift\layer1.py,2764,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\redshift\layer1.py,3029,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\redshift\layer1.py,3084,5,1,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\roboto\awsqueryrequest.py,38,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\roboto\awsqueryrequest.py,59,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\roboto\awsqueryrequest.py,96,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\roboto\awsqueryrequest.py,106,5,1,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\roboto\awsqueryrequest.py,117,5,1,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\roboto\awsqueryrequest.py,125,5,1,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\roboto\awsqueryrequest.py,137,5,1,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\roboto\awsqueryrequest.py,145,5,1,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\roboto\awsqueryrequest.py,342,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\roboto\awsqueryrequest.py,467,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\roboto\param.py,27,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\roboto\param.py,34,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\roboto\param.py,39,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\roboto\param.py,47,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\roboto\param.py,53,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\roboto\param.py,59,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\route53\connection.py,93,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\route53\connection.py,451,3,0,0,0
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\route53\connection.py,582,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\route53\healthcheck.py,77,5,1,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\route53\hostedzone.py,36,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\route53\hostedzone.py,39,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\route53\record.py,70,4,0,1,1
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\route53\record.py,148,3,0,0,0
