hash,author,date,title,file
c66824c,Edward Loper,2007-07-14 07:57:29,"- Modified all corpus readers to accept lists of items; in which case,   they return 'concatenations' of the given corpus items.  If the   underlying corpus items are strings or lists, the obvious operation   is performed.  If they're StreamBackedCorpusViews, then a new   ConcatenatedCorpusView object is used.  If they're xml, then a new   xml element is created, containing all of them, with tag 'documents'. - Got rid of _block_reader -- it was redundant w/ read_block - StreamBackedCorpusView now requires a filename (not a stream). - StreamBackedCorpusView now doesn't open the file until it needs to. - StreamBackedCorpusView now doesn't calculate eofpos until it needs to. - StreamBackedCorpusView can now be closed and re-opened.  If it is   closed, it will be automatically re-opened next time it is accessed. - StreamBackedCorpusView's iterate_from method is now public - Fixed bug w/ negative indices (indexerror wasn't getting thrown   in some cases where it should get thrown) - Fixed bug w/ length calculation (last block was getting omitted from   the length calculation) - Changed KeyError -> IndexError for out-of-bounds indexing in   StreamBackedCorpusView - Added ConcatenatedCorpusView - Added some default values for corpus read methods - Fixed typo in brown corpus demo",nltk/corpus/web.py
c66824c,Edward Loper,2007-07-14 07:57:29,"- Modified all corpus readers to accept lists of items; in which case,   they return 'concatenations' of the given corpus items.  If the   underlying corpus items are strings or lists, the obvious operation   is performed.  If they're StreamBackedCorpusViews, then a new   ConcatenatedCorpusView object is used.  If they're xml, then a new   xml element is created, containing all of them, with tag 'documents'. - Got rid of _block_reader -- it was redundant w/ read_block - StreamBackedCorpusView now requires a filename (not a stream). - StreamBackedCorpusView now doesn't open the file until it needs to. - StreamBackedCorpusView now doesn't calculate eofpos until it needs to. - StreamBackedCorpusView can now be closed and re-opened.  If it is   closed, it will be automatically re-opened next time it is accessed. - StreamBackedCorpusView's iterate_from method is now public - Fixed bug w/ negative indices (indexerror wasn't getting thrown   in some cases where it should get thrown) - Fixed bug w/ length calculation (last block was getting omitted from   the length calculation) - Changed KeyError -> IndexError for out-of-bounds indexing in   StreamBackedCorpusView - Added ConcatenatedCorpusView - Added some default values for corpus read methods - Fixed typo in brown corpus demo",nltk/corpus/webtext.py
c66824c,Edward Loper,2007-07-14 07:57:29,"- Modified all corpus readers to accept lists of items; in which case,   they return 'concatenations' of the given corpus items.  If the   underlying corpus items are strings or lists, the obvious operation   is performed.  If they're StreamBackedCorpusViews, then a new   ConcatenatedCorpusView object is used.  If they're xml, then a new   xml element is created, containing all of them, with tag 'documents'. - Got rid of _block_reader -- it was redundant w/ read_block - StreamBackedCorpusView now requires a filename (not a stream). - StreamBackedCorpusView now doesn't open the file until it needs to. - StreamBackedCorpusView now doesn't calculate eofpos until it needs to. - StreamBackedCorpusView can now be closed and re-opened.  If it is   closed, it will be automatically re-opened next time it is accessed. - StreamBackedCorpusView's iterate_from method is now public - Fixed bug w/ negative indices (indexerror wasn't getting thrown   in some cases where it should get thrown) - Fixed bug w/ length calculation (last block was getting omitted from   the length calculation) - Changed KeyError -> IndexError for out-of-bounds indexing in   StreamBackedCorpusView - Added ConcatenatedCorpusView - Added some default values for corpus read methods - Fixed typo in brown corpus demo",nltk/corpus/words.py
c66824c,Edward Loper,2007-07-14 07:57:29,"- Modified all corpus readers to accept lists of items; in which case,   they return 'concatenations' of the given corpus items.  If the   underlying corpus items are strings or lists, the obvious operation   is performed.  If they're StreamBackedCorpusViews, then a new   ConcatenatedCorpusView object is used.  If they're xml, then a new   xml element is created, containing all of them, with tag 'documents'. - Got rid of _block_reader -- it was redundant w/ read_block - StreamBackedCorpusView now requires a filename (not a stream). - StreamBackedCorpusView now doesn't open the file until it needs to. - StreamBackedCorpusView now doesn't calculate eofpos until it needs to. - StreamBackedCorpusView can now be closed and re-opened.  If it is   closed, it will be automatically re-opened next time it is accessed. - StreamBackedCorpusView's iterate_from method is now public - Fixed bug w/ negative indices (indexerror wasn't getting thrown   in some cases where it should get thrown) - Fixed bug w/ length calculation (last block was getting omitted from   the length calculation) - Changed KeyError -> IndexError for out-of-bounds indexing in   StreamBackedCorpusView - Added ConcatenatedCorpusView - Added some default values for corpus read methods - Fixed typo in brown corpus demo",nltk/corpus/ycoe.py
a7d32a6,Edward Loper,2007-07-14 00:46:47,- Moved some imports - added code to support java via command-line,nltk/utilities.py
b13978b,Edward Loper,2007-07-14 00:46:19,- Updated docs,nltk/classify/__init__.py
c6773ba,Edward Loper,2007-07-14 00:46:03,- weka naive bayes classifier,nltk/classify/weka.py
2980801,Edward Loper,2007-07-14 00:45:46,- Fixed bugs in classifier_log_likelihood and classifier_accuracy - Use fixed seed for names demo - updated demo function some,nltk/classify/util.py
4029580,Edward Loper,2007-07-14 00:43:56,- renamed ClassifierI -> ClassifyI for consistency - renamed label_probs -> probdist - removed label_scores - modified classify() and probdist() to also accept lists of   featuresets; in which case they return lists of labels/probdists,nltk/classify/decisiontree.py
4029580,Edward Loper,2007-07-14 00:43:56,- renamed ClassifierI -> ClassifyI for consistency - renamed label_probs -> probdist - removed label_scores - modified classify() and probdist() to also accept lists of   featuresets; in which case they return lists of labels/probdists,nltk/classify/maxent.py
4029580,Edward Loper,2007-07-14 00:43:56,- renamed ClassifierI -> ClassifyI for consistency - renamed label_probs -> probdist - removed label_scores - modified classify() and probdist() to also accept lists of   featuresets; in which case they return lists of labels/probdists,nltk/classify/naivebayes.py
6deaa7d,Edward Loper,2007-07-14 00:43:09,- renamed ClassifierI -> ClassifyI for consistency - renamed label_probs -> probdist - removed label_scores - modified classify() and probdist() to also accept lists of   featuresets; in which case they return lists of labels/probdists,nltk/classify/api.py
8dd2089,Steven Bird,2007-07-13 19:03:15,moved tools directory up a level
634fc2f,Steven Bird,2007-07-13 18:47:00,fixed import problem reported by greencrab,nltk/sem/__init__.py
da981f9,Ewan Klein,2007-07-12 23:50:46,more material on NLP
dc41c21,Edward Loper,2007-07-12 23:41:15,fixed size of python snippets
c82f884,Edward Loper,2007-07-12 23:19:28,more on getting involved; more on case studies
453efbe,Edward Loper,2007-07-12 23:18:49,added comments
e24a71d,Edward Loper,2007-07-12 23:11:07,added demos
397623e,Steven Bird,2007-07-12 22:49:07,slide updates
3c9bf15,Edward Loper,2007-07-12 22:44:35,- Added some content for part 3 (case studies)
eed2860,Edward Loper,2007-07-12 20:09:15,- Simplified build_wc_map function
b3733de,Steven Bird,2007-07-12 19:38:27,added intro slides
57dd9bc,Ewan Klein,2007-07-12 19:19:14,fixed latex bug
0b024ec,Ewan Klein,2007-07-12 19:06:51,incomplete slides on RTE
06e39a4,Steven Bird,2007-07-12 17:23:00,template for baypiggies talk
5e48f1b,Ewan Klein,2007-07-12 05:14:55,Modified a number of the chunking examples; minor bugfixes and polishing
d643b56,Joshua Ritterman,2007-07-12 04:27:20,Adding first revision of the OS X package maker build configs and buildscripts
e27e3ab,Ewan Klein,2007-07-12 03:47:55,Added more chunking references
d90a0d9,Steven Bird,2007-07-12 01:06:59,More revisions and examples
08318d5,Edward Loper,2007-07-11 22:16:07,changed logs to base 2; added entropy(); fixed bug in logprob() when prop=0; added __contains__ for conditional distribtions,nltk/corpus/util.py
08318d5,Edward Loper,2007-07-11 22:16:07,changed logs to base 2; added entropy(); fixed bug in logprob() when prop=0; added __contains__ for conditional distribtions,nltk/probability.py
a08f5eb,Edward Loper,2007-07-11 22:11:51,Adapted classification package from nltk-old,nltk/classify/__init__.py
a08f5eb,Edward Loper,2007-07-11 22:11:51,Adapted classification package from nltk-old,nltk/classify/api.py
a08f5eb,Edward Loper,2007-07-11 22:11:51,Adapted classification package from nltk-old,nltk/classify/decisiontree.py
a08f5eb,Edward Loper,2007-07-11 22:11:51,Adapted classification package from nltk-old,nltk/classify/maxent.py
a08f5eb,Edward Loper,2007-07-11 22:11:51,Adapted classification package from nltk-old,nltk/classify/naivebayes.py
a08f5eb,Edward Loper,2007-07-11 22:11:51,Adapted classification package from nltk-old,nltk/classify/util.py
74a1264,Steven Bird,2007-07-11 20:03:23,"More work on data chapter, including discussion of TIMIT example; new images."
6666b8b,Sumukh Ghodke,2007-07-11 17:23:53,added usability features to batchtest
fa834a0,Ewan Klein,2007-07-10 23:54:08,Fixed minor RST bugs
9dc600c,Ewan Klein,2007-07-10 22:39:07,Added some clarificatory/hand-holding text; a bit of polishing
b039abe,Steven Bird,2007-07-10 21:07:47,/doc/en/programming.txt * added links to online introductory Python books /doc/images/timit* * new image for the structure of TIMIT identifiers /doc/en/data.txt * more writing /doc/book.bib * added TIMIT reference
97223a7,Sumukh Ghodke,2007-07-10 18:46:22,added ib1
ad7300f,Steven Bird,2007-07-10 15:07:51,author pic
eef6526,Ewan Klein,2007-07-10 01:21:34,more reorganization and editing; added example using Brown
6de59f1,Ewan Klein,2007-07-09 23:34:53,updated images for chunk chapter
4750026,Ewan Klein,2007-07-09 18:58:08,"Started to migrate IE text from engineering.txt to chunk.txt * Some rewriting of opening section and reorganization * Moved some material into ""Further Reading"" section"
ee4f2d7,Ewan Klein,2007-07-09 01:27:45,omnigraffle versions
2c613d3,Ewan Klein,2007-07-09 01:26:32,polishing
4fe3ed2,Steven Bird,2007-07-09 01:23:32,svn/trunk@4849
34dd63f,Edward Loper,2007-07-09 00:17:27,- Modified tag2tuple to case-normalize all tags (to upper case),nltk/tag/util.py
f0237a1,Ewan Klein,2007-07-08 23:07:46,added a new project
4388cec,Ewan Klein,2007-07-08 21:28:29,started brief section on thematic roles
37de311,Steven Bird,2007-07-08 20:40:30,Added place-holders for introductory sections of each part of the book. Updated book.txt and Makefile.doc accordingly.
041d1ce,Steven Bird,2007-07-08 01:08:40,"/doc/book.bib * added references /doc/en/data.txt * new introduction and structure * moved fuzzy spelling and wordfinder examples to applied-programming   as they can be set up as examples of algorithm design methods * deleted two pages on date sorting, and put most important part in applied-programming /nltk/nltk/misc/wordfinder.py * changed to use [::-1] for reversing a string",nltk/misc/wordfinder.py
d316c39,Ewan Klein,2007-07-07 22:59:25,Simplified the key function definitions.
306d7d2,Steven Bird,2007-07-07 19:16:11,"/doc/images/datatypes.* * revised image for linguistic datatypes /doc/en/data.txt * added notes, initial reorganisation"
1e86839,Steven Bird,2007-07-07 18:18:02,fixed Makefile for new filename for book chapter
93131c8,Ewan Klein,2007-07-07 18:16:29,More files listed in clean_up target
c7a6ff4,Steven Bird,2007-07-07 18:00:12,"Renamed advanced programming chapter to applied programming, changed file names and xrefs."
aaf46ce,Dan Garrette,2007-07-07 17:30:08,changed DRT.py to drt.py
06d5458,Dan Garrette,2007-07-07 17:19:47,changed from DRT.py to drt.py
44d20c8,Ewan Klein,2007-07-07 16:26:06,Fixed anomalous indent of 'else' statement,nltk/featstruct.py
143dcd2,Dan Garrette,2007-07-07 15:01:18,Fixed import statement to reflect move to nltk_contrib.
5ec0f3c,Ewan Klein,2007-07-07 01:27:56,Updated doc strings for parse function,nltk/corpus/ieer.py
428adc5,Steven Bird,2007-07-07 01:02:38,/doc/en/preface.txt * acknowledged Jussi Salmela /doc/en/*.txt * implemented Jussi's extensive corrections
6c87858,Steven Bird,2007-07-06 19:02:32,/doc/images/authors.png /doc/images/??.png * new photo of all authors * deleted old photos /doc/en/preface.txt * updated preface to use new photo /doc/en/*.txt * moved intro to tuples into tag chapter * mentioned help() and dir() * moved section on functions into words chapter
f82d455,Steven Bird,2007-07-06 18:05:55,Removed stale preface.
2a45f47,Steven Bird,2007-07-06 00:52:03,Delete discussion of variable storage in memory.
081c151,Edward Loper,2007-07-06 00:16:12,- Turned documents into a dictionary.,nltk/corpus/inaugural.py
6d662d2,Edward Loper,2007-07-06 00:14:03,- include 200 treebank files.,nltk/corpus/treebank.py
9f0e210,Edward Loper,2007-07-05 23:59:01,- untabified util.py - cleaned up the iterate_from() code a little,nltk/corpus/util.py
9510ac4,Edward Loper,2007-07-05 23:56:49,- Fixed bug in gutenberg's read_block code for skipping preambles.,nltk/corpus/gutenberg.py
d7c697e,Ewan Klein,2007-07-05 17:50:49,fixed some doctest bugs
a9fb1ae,Ewan Klein,2007-07-05 17:50:10,minor edits
18d738e,Edward Loper,2007-07-05 17:05:55,- Reworded description of figure 1.1 (simpel pipeline architecture for   a spoken dialogue system) to match the figure's new orientation.
8af9e84,Steven Bird,2007-07-04 22:36:40,"/nltk/wordnet/util.py * removed call to old get_basedir /nltk/wordnet/morphy.py * pulled stemmer code out of util.py * morphy should be refactored, perhaps made into a class   (if it encapsulated some data it might be faster) /nltk/stem/wordnet.py * wordnet stemmer (forced to be a class, but its overkill the way morphy is defined now)",nltk/stem/__init__.py
8af9e84,Steven Bird,2007-07-04 22:36:40,"/nltk/wordnet/util.py * removed call to old get_basedir /nltk/wordnet/morphy.py * pulled stemmer code out of util.py * morphy should be refactored, perhaps made into a class   (if it encapsulated some data it might be faster) /nltk/stem/wordnet.py * wordnet stemmer (forced to be a class, but its overkill the way morphy is defined now)",nltk/stem/wordnet.py
8af9e84,Steven Bird,2007-07-04 22:36:40,"/nltk/wordnet/util.py * removed call to old get_basedir /nltk/wordnet/morphy.py * pulled stemmer code out of util.py * morphy should be refactored, perhaps made into a class   (if it encapsulated some data it might be faster) /nltk/stem/wordnet.py * wordnet stemmer (forced to be a class, but its overkill the way morphy is defined now)",nltk/wordnet/__init__.py
8af9e84,Steven Bird,2007-07-04 22:36:40,"/nltk/wordnet/util.py * removed call to old get_basedir /nltk/wordnet/morphy.py * pulled stemmer code out of util.py * morphy should be refactored, perhaps made into a class   (if it encapsulated some data it might be faster) /nltk/stem/wordnet.py * wordnet stemmer (forced to be a class, but its overkill the way morphy is defined now)",nltk/wordnet/morphy.py
8af9e84,Steven Bird,2007-07-04 22:36:40,"/nltk/wordnet/util.py * removed call to old get_basedir /nltk/wordnet/morphy.py * pulled stemmer code out of util.py * morphy should be refactored, perhaps made into a class   (if it encapsulated some data it might be faster) /nltk/stem/wordnet.py * wordnet stemmer (forced to be a class, but its overkill the way morphy is defined now)",nltk/wordnet/util.py
659752a,Ewan Klein,2007-07-04 20:45:15,More appropriate name for this module,nltk/sem/syn2sem.py
659752a,Ewan Klein,2007-07-04 20:45:15,More appropriate name for this module,nltk/sem/util.py
68b80bf,Sumukh Ghodke,2007-07-04 16:34:33,added distance metrics and cleaned up all tests module
0c918b7,Ewan Klein,2007-07-04 04:25:49,Updated to reflect version in contrib/mit/six836/semantics,nltk/parse/category.py
9d24cd7,Ewan Klein,2007-07-04 04:24:22,minor edits,nltk/parse/featurechart.py
18bd405,Ewan Klein,2007-07-04 04:20:57,minor edits to demo code,nltk/sem/util.py
801f3d2,Steven Bird,2007-07-04 04:18:36,added new diagram on linguistic data types
8fb72b4,Ewan Klein,2007-07-04 02:59:50,temporary stuff to test function application,nltk/sem/util.py
b76ed5a,Steven Bird,2007-07-03 06:17:13,removed stale links
91d284d,Steven Bird,2007-07-03 06:15:32,added link to beamer.tex
71ddde3,Ewan Klein,2007-07-01 21:52:58,intro slides for first class of LSA 110
69a8d86,Steven Bird,2007-07-01 19:15:45,updated file sizes
c7e008e,Steven Bird,2007-07-01 19:10:34,update
acb49ee,Steven Bird,2007-07-01 18:47:41,misc updates from svn log
abc7799,Steven Bird,2007-07-01 18:40:13,/install.html * updated from website /RELEASE-HOWTO * suggestion for doing install instructions in cloned wiki page
dc9be8a,Steven Bird,2007-07-01 18:23:54,"/nltk/wordnet/synset.py * refactored relations() and relation() so that relations() works as advertized /doc/en/regexps.py * updated stale program sample /nltk/featstruct.py * added support for feature chaining, e.g. fs['F', 'G'] instead of fs['F']['G']",nltk/featstruct.py
dc9be8a,Steven Bird,2007-07-01 18:23:54,"/nltk/wordnet/synset.py * refactored relations() and relation() so that relations() works as advertized /doc/en/regexps.py * updated stale program sample /nltk/featstruct.py * added support for feature chaining, e.g. fs['F', 'G'] instead of fs['F']['G']",nltk/wordnet/synset.py
9c85757,Steven Bird,2007-06-30 22:20:35,/nltk/__init__.py * reverted; can't get top-level imports working correctly /nltk/corpus/treebank.py * commented out tokenized corpus reader demo as it accesses   tokenized data that doesn't match the POS-tagged or parsed data,nltk/__init__.py
9c85757,Steven Bird,2007-06-30 22:20:35,/nltk/__init__.py * reverted; can't get top-level imports working correctly /nltk/corpus/treebank.py * commented out tokenized corpus reader demo as it accesses   tokenized data that doesn't match the POS-tagged or parsed data,nltk/corpus/treebank.py
e63db51,Steven Bird,2007-06-30 21:53:58,"importing top-level modules, so that these can be accessed either as:",nltk/__init__.py
35c5717,Steven Bird,2007-06-30 21:38:07,"/nltk/__init__.py /doc/definitions.txt * changed version to 0.8 * revoved ""cluster"" from global imports (as this has numpy dependency)",nltk/__init__.py
48ef14b,Steven Bird,2007-06-30 21:31:19,"/nltk/corpus/util.py * changed open mode to 'rb', as suggested by Jussi Salmela /RELEASE-HOWTO * added windows testing",nltk/corpus/util.py
f06d2e9,Edward Loper,2007-06-30 15:02:11,fixed 2 typos
2027130,Edward Loper,2007-06-30 14:39:56,fixed import & find_corpus_file usage
6d4a45e,Edward Loper,2007-06-30 14:32:34,"wordpunct tokenizer splits ""$3.88"" into four tokens"
48153b1,Edward Loper,2007-06-30 14:30:28,renamed grouped_by_* -> group_by_*
df170b5,Edward Loper,2007-06-30 14:29:08,improved the doctest driver's ability to split pylisting blocks into statements,nltk/test/doctest_driver.py
9085e61,Steven Bird,2007-06-30 04:38:40,* added __all__ to top level modules * changed imports in nltk.__init__ to include __all__ from top level modules * removed antiquated Sets.set() from evaluate.py,nltk/__init__.py
9085e61,Steven Bird,2007-06-30 04:38:40,* added __all__ to top level modules * changed imports in nltk.__init__ to include __all__ from top level modules * removed antiquated Sets.set() from evaluate.py,nltk/cfg.py
9085e61,Steven Bird,2007-06-30 04:38:40,* added __all__ to top level modules * changed imports in nltk.__init__ to include __all__ from top level modules * removed antiquated Sets.set() from evaluate.py,nltk/compat.py
9085e61,Steven Bird,2007-06-30 04:38:40,* added __all__ to top level modules * changed imports in nltk.__init__ to include __all__ from top level modules * removed antiquated Sets.set() from evaluate.py,nltk/draw/cfg.py
9085e61,Steven Bird,2007-06-30 04:38:40,* added __all__ to top level modules * changed imports in nltk.__init__ to include __all__ from top level modules * removed antiquated Sets.set() from evaluate.py,nltk/evaluate.py
9085e61,Steven Bird,2007-06-30 04:38:40,* added __all__ to top level modules * changed imports in nltk.__init__ to include __all__ from top level modules * removed antiquated Sets.set() from evaluate.py,nltk/featstruct.py
9085e61,Steven Bird,2007-06-30 04:38:40,* added __all__ to top level modules * changed imports in nltk.__init__ to include __all__ from top level modules * removed antiquated Sets.set() from evaluate.py,nltk/probability.py
9085e61,Steven Bird,2007-06-30 04:38:40,* added __all__ to top level modules * changed imports in nltk.__init__ to include __all__ from top level modules * removed antiquated Sets.set() from evaluate.py,nltk/sem/evaluate.py
9085e61,Steven Bird,2007-06-30 04:38:40,* added __all__ to top level modules * changed imports in nltk.__init__ to include __all__ from top level modules * removed antiquated Sets.set() from evaluate.py,nltk/tree.py
9085e61,Steven Bird,2007-06-30 04:38:40,* added __all__ to top level modules * changed imports in nltk.__init__ to include __all__ from top level modules * removed antiquated Sets.set() from evaluate.py,nltk/utilities.py
9085e61,Steven Bird,2007-06-30 04:38:40,* added __all__ to top level modules * changed imports in nltk.__init__ to include __all__ from top level modules * removed antiquated Sets.set() from evaluate.py,nltk/yamltags.py
9317b74,Steven Bird,2007-06-30 02:22:04,* updated code examples to use new corpus module
3a3e559,Steven Bird,2007-06-27 08:57:01,added nltk_contrib to rsync directories
8b74783,Steven Bird,2007-06-27 08:52:03,added nltk_lite to rsync directories
fbb318c,Steven Bird,2007-06-27 00:37:28,"added Gematria exercise, suggested by Bill Poser"
36964d8,Steven Bird,2007-06-26 20:02:41,"final commit; changelog, etc",nltk/stem/porter.py
0d4e140,Sumukh Ghodke,2007-06-26 15:25:48,added changed files
b6657db,Steven Bird,2007-06-26 11:35:16,/ChangeLog * updated for 0.8b2,nltk/corpus/treebank.py
b6657db,Steven Bird,2007-06-26 11:35:16,/ChangeLog * updated for 0.8b2,setup.py
9c01c16,Steven Bird,2007-06-26 11:15:28,"added second 100 file section of treebank, to bring it to the 10% (cannot find raw set)"
cac5424,Steven Bird,2007-06-26 10:55:47,"/doc/en/tag.txt * added discussion of distributional similarity to intro, for stronger motivation * incorporated further exercises into earlier sections, and moved some to engineering.txt * reorganization of n-gram tagging section * more discussion of tagset granularity plus exercise * changed conclusion into summary with bullet points * cleanups in further reading section * converted long code sample to pylisting",nltk/cfg.py
cac5424,Steven Bird,2007-06-26 10:55:47,"/doc/en/tag.txt * added discussion of distributional similarity to intro, for stronger motivation * incorporated further exercises into earlier sections, and moved some to engineering.txt * reorganization of n-gram tagging section * more discussion of tagset granularity plus exercise * changed conclusion into summary with bullet points * cleanups in further reading section * converted long code sample to pylisting",nltk/corpus/ieer.py
cac5424,Steven Bird,2007-06-26 10:55:47,"/doc/en/tag.txt * added discussion of distributional similarity to intro, for stronger motivation * incorporated further exercises into earlier sections, and moved some to engineering.txt * reorganization of n-gram tagging section * more discussion of tagset granularity plus exercise * changed conclusion into summary with bullet points * cleanups in further reading section * converted long code sample to pylisting",nltk/corpus/indian.py
cac5424,Steven Bird,2007-06-26 10:55:47,"/doc/en/tag.txt * added discussion of distributional similarity to intro, for stronger motivation * incorporated further exercises into earlier sections, and moved some to engineering.txt * reorganization of n-gram tagging section * more discussion of tagset granularity plus exercise * changed conclusion into summary with bullet points * cleanups in further reading section * converted long code sample to pylisting",nltk/utilities.py
3b031de,Dan Garrette,2007-06-26 02:05:36,Glue Semantics using Discourse Representation Theory (DRT) to represent meaning
2602f5c,Dan Garrette,2007-06-26 02:00:17,Module for Discourse Representation Theory
c76953b,Dan Garrette,2007-06-26 01:57:53,New __init__.py file
02c9fe7,Dan Garrette,2007-06-26 01:57:29,Title added.
cacb6fd,Ewan Klein,2007-06-25 16:29:36,Fixed some doctest errors
ae2a8d0,Ewan Klein,2007-06-25 15:44:43,Started to migrate some demo code into this module,nltk/sem/util.py
dae6e78,Steven Bird,2007-06-25 12:33:23,more work on featstruct doctest,nltk/featstruct.py
73160cb,Steven Bird,2007-06-25 12:00:56,replaced _FORWARD class with string,nltk/featstruct.py
53be63b,Steven Bird,2007-06-25 11:23:53,fixed import statements; updated version to 0.8b2,nltk/__init__.py
53be63b,Steven Bird,2007-06-25 11:23:53,fixed import statements; updated version to 0.8b2,setup.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/__init__.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier/__init__.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier/attribute.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier/autoclass.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier/cfile.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier/classify.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier/commandline.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier/confusionmatrix.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier/decisionstump.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier/decisiontree.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier/discretise.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier/discretisedattribute.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier/exceptions/__init__.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier/exceptions/filenotfounderror.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier/exceptions/invaliddataerror.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier/exceptions/systemerror.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier/featureselect.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier/format.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier/instance.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier/instances.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier/item.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier/naivebayes.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier/numrange.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier/oner.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier/zeror.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier_tests/__init__.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier_tests/alltests.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier_tests/attributestests.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier_tests/attributetests.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier_tests/autoclasstests.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier_tests/cfiletests.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier_tests/classifytests.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier_tests/commandlinetests.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier_tests/confusionmatrixtests.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier_tests/decisionstumptests.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier_tests/decisiontreetests.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier_tests/discretisedattributetests.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier_tests/discretisetests.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier_tests/featureselecttests.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier_tests/formattests.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier_tests/inittests.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier_tests/instancestests.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier_tests/instancetests.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier_tests/itemtests.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier_tests/naivebayestests.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier_tests/numrangetests.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier_tests/onertests.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier_tests/utilities/__init__.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier_tests/utilities/batchtest.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier_tests/utilities/convert.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classifier_tests/zerortests.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classify/__init__.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classify/cosine.py
ba98020,Steven Bird,2007-06-25 10:53:22,moved contrib,nltk/contrib/classify/naivebayes.py
