subject,tag,file,lineno,MLOC,experience-based,statistics-based,manual analysis
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\axes\_axes.py,5252,70,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\axes\_axes.py,5486,229,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\axes\_base.py,825,93,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\axes\_base.py,1166,97,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\axes\_base.py,1999,77,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\backends\backend_pdf.py,422,63,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\backends\backend_pdf.py,842,71,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\backends\backend_pdf.py,956,94,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\backends\backend_pdf.py,1817,57,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\backends\backend_ps.py,700,72,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\backends\backend_ps.py,1025,84,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\backends\backend_ps.py,1245,104,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\backends\backend_ps.py,1404,58,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\backends\backend_svg.py,798,60,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\backends\backend_svg.py,886,73,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\backends\backend_svg.py,1009,95,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\backends\qt_editor\formlayout.py,251,60,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\backends\qt_editor\formsubplottool.py,15,176,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\sphinxext\plot_directive.py,529,80,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\sphinxext\plot_directive.py,653,116,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\tests\test_coding_standards.py,158,90,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\tests\test_mlab.py,1255,84,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\tests\test_triangulation.py,196,69,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\tests\test_triangulation.py,289,73,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\tests\test_triangulation.py,637,60,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\tri\tripcolor.py,12,69,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\tri\trirefine.py,192,73,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\mpl_toolkits\axes_grid1\axes_grid.py,181,66,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\mpl_toolkits\axes_grid1\axes_grid.py,475,88,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\mpl_toolkits\axes_grid1\axes_grid.py,657,117,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\mpl_toolkits\mplot3d\axes3d.py,465,58,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\mpl_toolkits\mplot3d\axes3d.py,1535,73,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\mpl_toolkits\mplot3d\axes3d.py,2317,59,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\mpl_toolkits\mplot3d\axis3d.py,208,129,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\unit\virtualenv.py,500,72,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\unit\virtualenv.py,817,83,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\unit\virtualenv.py,1006,69,1,1,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\unit\virtualenv.py,1261,241,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\contrib\admin\options.py,1317,61,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\contrib\admin\options.py,1421,92,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\contrib\admin\templatetags\admin_list.py,182,66,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\contrib\admin\templatetags\admin_list.py,323,56,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\contrib\admindocs\views.py,180,80,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\contrib\auth\management\commands\createsuperuser.py,52,78,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\contrib\gis\db\models\query.py,581,80,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\contrib\gis\utils\ogrinspect.py,123,59,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\core\handlers\base.py,106,85,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\core\management\templates.py,62,84,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\core\management\commands\dumpdata.py,42,80,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\core\management\commands\inspectdb.py,30,86,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\core\management\commands\makemessages.py,76,82,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\core\management\commands\makemessages.py,237,70,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\core\management\commands\makemigrations.py,39,61,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\core\management\commands\migrate.py,50,91,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\core\management\commands\squashmigrations.py,25,89,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\db\backends\base\schema.py,484,177,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\db\backends\oracle\creation.py,15,70,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\db\backends\sqlite3\schema.py,68,68,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\db\migrations\autodetector.py,100,137,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\db\migrations\autodetector.py,453,78,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\db\migrations\loader.py,171,70,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\db\migrations\optimizer.py,18,57,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\db\migrations\state.py,348,76,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\db\migrations\writer.py,318,132,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\db\models\base.py,71,130,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\db\models\query.py,1350,61,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\db\models\fields\related.py,2266,85,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\db\models\sql\compiler.py,231,61,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\db\models\sql\compiler.py,371,72,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\db\models\sql\compiler.py,635,85,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\db\models\sql\query.py,263,56,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\http\multipartparser.py,107,99,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\templatetags\i18n.py,398,60,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\utils\regex_helper.py,50,80,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\utils\translation\trans_real.py,540,149,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\views\i18n.py,198,67,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\runtests.py,96,78,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\admin_filters\tests.py,254,64,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\admin_filters\tests.py,637,56,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\admin_views\tests.py,73,65,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\admin_views\tests.py,1619,66,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\admin_views\tests.py,3942,81,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\admin_widgets\tests.py,879,76,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\admin_widgets\tests.py,1003,63,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\aggregation\tests.py,283,73,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\aggregation\tests.py,465,58,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\aggregation_regress\tests.py,204,68,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\aggregation_regress\tests.py,642,85,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\fixtures\tests.py,77,56,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\forms_tests\tests\test_forms.py,1565,68,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\i18n\tests.py,224,82,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\i18n\tests.py,591,134,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\lookup\tests.py,127,102,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\lookup\tests.py,485,91,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\many_to_one\tests.py,187,77,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\migrations\test_state.py,24,59,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\model_forms\tests.py,1983,80,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\model_formsets\tests.py,148,102,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\model_formsets\tests.py,732,67,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\model_formsets\tests.py,860,98,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\model_formsets\tests.py,1264,106,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\model_formsets_regress\tests.py,20,56,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\model_inheritance_regress\tests.py,24,62,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\multiple_database\tests.py,1046,70,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\multiple_database\tests.py,1176,63,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\prefetch_related\tests.py,526,83,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\test_client_regress\tests.py,59,79,1,1,1
